Zeit,Vollständiger Name,Ereigniskontext,Komponente,Ereignisname,
6.12.2021 18:46,StudierenderG,Datei: Industry 4.0/Predictive Maintenance Training,Datei,Kursmodul angezeigt,
10.11.2021 17:52,StudierenderG,Datei: Introduction &amp, Motivation,Datei,Kursmodul angezeigt
2.10.2021 11:11,StudierenderG,Datei: Introduction &amp, Motivation,Datei,Kursmodul angezeigt
2.12.2021 09:48,StudierenderG,Datei: Introduction &amp, Motivation,Datei,Kursmodul angezeigt
27.01.2022 14:49,StudierenderG,Datei: Introduction &amp, Motivation,Datei,Kursmodul angezeigt
5.09.2021 10:34,StudierenderG,Datei: Introduction &amp, Motivation,Datei,Kursmodul angezeigt
6.12.2021 18:30,StudierenderG,Datei: Machine Learning/Supervised Learning,Datei,Kursmodul angezeigt,
9.12.2021 09:51,StudierenderG,Datei: Machine Learning/Supervised Learning,Datei,Kursmodul angezeigt,
1.12.2021 18:48,StudierenderG,Datei: Machine Learning/Unsupervised Learning,Datei,Kursmodul angezeigt,
1.12.2021 18:49,StudierenderG,Datei: Machine Learning/Unsupervised Learning,Datei,Kursmodul angezeigt,
1.12.2021 20:05,StudierenderG,Datei: Machine Learning/Unsupervised Learning,Datei,Kursmodul angezeigt,
2.12.2021 09:49,StudierenderG,Datei: Machine Learning/Unsupervised Learning,Datei,Kursmodul angezeigt,
5.12.2021 16:23,StudierenderG,Datei: Machine Learning/Unsupervised Learning,Datei,Kursmodul angezeigt,
15.12.2021 18:19,StudierenderG,Datei: NYC complete,Datei,Kursmodul angezeigt,
15.12.2021 18:19,StudierenderG,Datei: nyc_small,Datei,Kursmodul angezeigt,
6.12.2021 18:46,StudierenderG,Datei: Predicitive Maintenance Incomplete data,Datei,Kursmodul angezeigt,
16.12.2021 11:53,StudierenderG,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
16.12.2021 11:53,StudierenderG,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
6.12.2021 18:30,StudierenderG,Datei: Presenting of Analysis Results,Datei,Kursmodul angezeigt,
1.12.2021 18:48,StudierenderG,Datei: preset for clustering,Datei,Kursmodul angezeigt,
1.12.2021 18:49,StudierenderG,Datei: Preset for Clustering - Test data,Datei,Kursmodul angezeigt,
10.11.2021 18:06,StudierenderG,Datei: Rossman Store Sales Download,Datei,Kursmodul angezeigt,
10.11.2021 17:52,StudierenderG,Datei: Use Cases,Datei,Kursmodul angezeigt,
10.11.2021 18:19,StudierenderG,Datei: Use Cases,Datei,Kursmodul angezeigt,
10.11.2021 18:26,StudierenderG,Datei: Use Cases,Datei,Kursmodul angezeigt,
15.11.2021 16:07,StudierenderG,Datei: Use Cases,Datei,Kursmodul angezeigt,
15.12.2021 17:17,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
5.12.2021 14:18,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
5.12.2021 14:18,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
5.12.2021 14:39,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
5.12.2021 14:39,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
5.12.2021 15:29,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
5.12.2021 15:29,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:10,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:10,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:10,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
9.12.2021 21:37,StudierenderG,Forum: Discussion forum,Forum,Thema angezeigt,
9.12.2021 21:37,StudierenderG,Forum: Discussion forum,Forum,Kursmodul angezeigt,
10.11.2021 17:49,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 17:57,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 17:58,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:00,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Wahl durchgeführt,
10.11.2021 18:01,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:01,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:12,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:14,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:19,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:22,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:23,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:23,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:24,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:26,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:29,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:29,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:30,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:30,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:30,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:30,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:30,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:32,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:32,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:40,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 18:40,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:14,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:14,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:14,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:16,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:28,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:37,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:38,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 19:42,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 20:03,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
10.11.2021 21:55,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
11.11.2021 18:08,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
8.11.2021 22:14,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
8.11.2021 22:17,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
8.11.2021 22:18,StudierenderG,Gruppenwahl: Grouping,Gruppenwahl,Kursmodul angezeigt,
1.02.2022 20:47,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
1.02.2022 20:47,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
1.12.2021 10:53,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
1.12.2021 16:07,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
1.12.2021 17:48,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
1.12.2021 18:48,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
1.12.2021 20:05,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 17:49,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 17:51,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 17:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 17:57,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:01,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Gruppenmitglied hinzugefügt
10.11.2021 18:06,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:19,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:22,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 21:55,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 21:55,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.01.2022 15:51,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
11.01.2022 15:51,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
11.11.2021 18:08,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
14.12.2021 16:00,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
14.12.2021 16:00,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 15:39,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 15:59,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 18:22,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.11.2021 18:23,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 17:17,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 18:18,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
15.12.2021 22:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 11:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 11:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
16.12.2021 11:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
16.12.2021 11:53,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
17.11.2021 15:01,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
17.11.2021 23:06,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
17.11.2021 23:06,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
18.01.2022 21:36,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
18.01.2022 21:36,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
18.01.2022 21:36,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 19:23,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
19.01.2022 19:27,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
2.10.2021 11:10,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
2.12.2021 09:47,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
20.01.2022 15:49,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
20.01.2022 15:50,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
22.01.2022 12:15,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
22.01.2022 12:15,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
22.12.2021 17:09,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.01.2022 14:43,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 14:43,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.01.2022 14:48,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.01.2022 14:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 14:52,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.01.2022 14:54,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 14:54,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 14:56,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 15:09,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 15:09,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.01.2022 15:35,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.01.2022 15:35,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
27.12.2021 14:49,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
27.12.2021 14:49,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
28.01.2022 11:23,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
28.01.2022 11:23,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
28.01.2022 18:39,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
28.01.2022 18:39,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
28.01.2022 18:39,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
28.01.2022 18:39,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
3.01.2022 19:46,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
3.01.2022 19:47,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
30.01.2022 12:03,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
30.01.2022 12:03,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
30.01.2022 12:03,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
30.11.2021 18:54,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
30.11.2021 18:55,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
31.01.2022 10:12,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
31.01.2022 10:12,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.09.2021 10:32,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 14:18,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 14:25,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 15:29,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
5.12.2021 16:23,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 17:51,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 18:30,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
6.12.2021 18:46,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
7.12.2021 17:43,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
8.11.2021 22:14,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.12.2021 09:18,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.12.2021 21:11,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),Teilnehmer/innenübersicht,StudierenderBewertungsübersicht angezeigt
9.12.2021 21:11,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
9.12.2021 21:14,StudierenderG,Kurs: Big Data &amp, Machine Learning (Spezialisierung),System,Kurs angezeigt
10.11.2021 18:06,StudierenderG,Link/URL: Rossman Store Sales,Link/URL,Kursmodul angezeigt,
19.01.2022 19:23,StudierenderG,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 19:30,StudierenderG,Test: Exam 2021/22,Test,Testversuch angezeigt,
19.01.2022 19:30,StudierenderG,Test: Exam 2021/22,Test,Testversuch gestartet,
19.01.2022 19:30,StudierenderG,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 20:20,StudierenderG,Test: Exam 2021/22,Test,Kursmodul angezeigt,
19.01.2022 20:20,StudierenderG,Test: Exam 2021/22,Test,Testversuch eingereicht,
19.01.2022 20:20,StudierenderG,Test: Exam 2021/22,Test,übersicht des Testversuchs angezeigt,
28.01.2022 18:39,StudierenderG,Test: Exam 2021/22,Test,Kursmodul angezeigt,
10.11.2021 17:52,StudierenderG,Textseite: Deliverables and presentations - timeframe,Textseite,Kursmodul angezeigt,
10.11.2021 17:52,StudierenderG,Textseite: Deliverables and presentations - timeframe,Textseite,Kursmodul angezeigt,
5.09.2021 10:35,StudierenderG,Textseite: Deliverables and presentations - timeframe,Textseite,Kursmodul angezeigt,
1.12.2021 17:48,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
1.12.2021 17:49,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
15.12.2021 17:49,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
15.12.2021 17:49,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
22.12.2021 17:49,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
22.12.2021 17:49,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
6.12.2021 17:51,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,"Taste ""Meeting rBeitreten"" geklickt",
6.12.2021 17:51,StudierenderG,Zoom Meeting: Zoom sessions,Zoom Meeting,Kursmodul angezeigt,
11.01.2022 10:42,StudierenderH,Aufgabe: Final presentation,Aufgabe,ABgaBestatus angezeigt,
11.01.2022 10:42,StudierenderH,Aufgabe: Final presentation,Aufgabe,Feedback angezeigt,
11.01.2022 10:42,StudierenderH,Aufgabe: Final presentation,Aufgabe,Kursmodul angezeigt,
14.11.2021 21:42,StudierenderH,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 21:42,StudierenderH,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
14.11.2021 21:44,StudierenderH,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
14.11.2021 21:44,StudierenderH,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
15.11.2021 23:03,StudierenderH,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
15.11.2021 23:03,StudierenderH,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
26.11.2021 13:41,StudierenderH,Aufgabe: Upload 1,Aufgabe,ABgaBestatus angezeigt,
26.11.2021 13:41,StudierenderH,Aufgabe: Upload 1,Aufgabe,Feedback angezeigt,
26.11.2021 13:41,StudierenderH,Aufgabe: Upload 1,Aufgabe,Kursmodul angezeigt,
15.11.2021 23:02,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBestatus angezeigt,
15.11.2021 23:02,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Dateiabgabe,ABgaBe angelegt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Dateiabgabe,Datei wurde hochgeladen,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBeformular angezeigt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBestatus angezeigt,
23.11.2021 19:39,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBestatus angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Eine Lösung wurde aBgegeBen.,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Dateiabgabe,Nutzer/in hat Lösung gesichert.,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Dateiabgabe,Datei wurde hochgeladen,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBeformular angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBestatus angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
23.11.2021 19:40,StudierenderH,Aufgabe: Upload 2,Aufgabe,Eine Lösung wurde aBgegeBen.,
26.11.2021 13:42,StudierenderH,Aufgabe: Upload 2,Aufgabe,ABgaBestatus angezeigt,
26.11.2021 13:42,StudierenderH,Aufgabe: Upload 2,Aufgabe,Feedback angezeigt,
26.11.2021 13:42,StudierenderH,Aufgabe: Upload 2,Aufgabe,Kursmodul angezeigt,
21.12.2021 14:20,StudierenderH,Aufgabe: Upload 3,Aufgabe,ABgaBestatus angezeigt,
21.12.2021 14:20,StudierenderH,Aufgabe: Upload 3,Aufgabe,Feedback angezeigt,
21.12.2021 14:20,StudierenderH,Aufgabe: Upload 3,Aufgabe,Kursmodul angezeigt,
11.01.2022 10:41,StudierenderH,Aufgabe: Upload 5,Aufgabe,ABgaBestatus angezeigt,
11.01.2022 10:41,StudierenderH,Aufgabe: Upload 5,Aufgabe,Feedback angezeigt,
11.01.2022 10:41,StudierenderH,Aufgabe: Upload 5,Aufgabe,Kursmodul angezeigt,
7.12.2021 17:23,StudierenderH,Aufgabe: Upload 5,Aufgabe,ABgaBestatus angezeigt,
7.12.2021 17:23,StudierenderH,Aufgabe: Upload 5,Aufgabe,Kursmodul angezeigt,
1.12.2021 18:49,StudierenderH,Datei: Clustering Notebook - start,Datei,Kursmodul angezeigt,
1.12.2021 18:49,StudierenderH,Datei: Clustering Notebook - start,Datei,Kursmodul angezeigt,
1.12.2021 18:50,StudierenderH,Datei: Clustering Notebook - start,Datei,Kursmodul angezeigt,
1.12.2021 18:50,StudierenderH,Datei: Clustering Notebook - start,Datei,Kursmodul angezeigt,
1.12.2021 18:50,StudierenderH,Datei: Clustering Notebook - start,Datei,Kursmodul angezeigt,
12.01.2022 20:07,StudierenderH,Datei: Conclusion,Datei,Kursmodul angezeigt,
17.01.2022 23:18,StudierenderH,Datei: Conclusion,Datei,Kursmodul angezeigt,
22.12.2021 17:47,StudierenderH,Datei: Conclusion,Datei,Kursmodul angezeigt,
17.01.2022 23:17,StudierenderH,Datei: Data,Datei,Kursmodul angezeigt,
